first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Kendrick,Ashley,2018-12-30,2020-08-10,"Production Technician II","Theresa Olson",SVG,"Future Start",Part-Time,Voluntary,Production,"Technology / It",1991-11-27,MA,Female,Exceeds,3,2167,2,4,2,2023-03-28,"Leadership Development",External,Completed,"David Cooper",5,163.17
Kendrick,Pollard,2022-02-07,2023-03-02,"Administrative Assistant","Nicholas Huang",BPC,Active,Full-Time,Retirement,Sales,"General - Sga",1983-10-07,MA,Female,"Fully Meets",5,2684,3,4,2,2023-01-23,"Communication Skills",Internal,Passed,"William Frank",5,776.58
Kendrick,Snyder,2021-11-29,NULL,"Production Technician I","Dr. Victoria Perry",MSC,Active,Full-Time,Unk,Production,"Field Operations",1975-09-04,MA,Male,"Fully Meets",2,2963,1,3,2,2023-06-08,"Customer Service",External,Completed,"Jonathan Anderson",5,629.24
Kenna,Porter,2019-03-19,NULL,"BI Director","Christina Randall",NEL,Active,Contract,Unk,IT/IS,"Finance & Accounting",1982-05-16,MA,Male,"Fully Meets",3,1661,5,4,4,2023-07-20,"Technical Skills",Internal,Failed,"Justin Thompson",5,633.36
Kenna,Simon,2021-07-03,NULL,"Director of Sales","Katherine Morgan",NEL,Active,Full-Time,Unk,Sales,"General - Con",1970-07-15,MA,Male,"Fully Meets",4,2547,2,5,1,2022-09-07,"Leadership Development",Internal,Completed,"Michelle Mcdonald",4,372.08
Kennedi,Howell,2022-08-21,2023-03-29,"Production Technician I","Jonathan Franco",EW,"Voluntarily Terminated",Contract,Resignation,Production,Fielders,1948-10-17,MA,Male,"Fully Meets",2,3284,2,4,1,2022-10-20,"Technical Skills",External,Incomplete,"Mark Lloyd",5,538.22
Kennedy,Beard,2020-08-10,2023-01-14,"Production Technician I","Scott Dawson",CCDR,Active,Part-Time,Voluntary,Production,"Wireline Construction",1981-05-09,MA,Female,"Fully Meets",5,3130,4,3,3,2023-03-21,"Customer Service",Internal,Incomplete,"Rebecca Smith",3,501.5
Kenneth,Peters,2023-02-10,2023-05-01,"Production Technician I","Renee Beasley",WBL,Active,Contract,Retirement,Production,"General - Con",1995-12-31,MA,Female,"Fully Meets",3,1767,4,1,1,2022-10-25,"Project Management",External,Passed,"Scott Everett",3,902.11
Kenny,Blanchard,2021-11-19,NULL,"Production Technician II","Jasmine Williamson",NEL,Active,Part-Time,Unk,Production,"Field Operations",1971-08-11,MA,Female,"Fully Meets",4,3139,3,2,1,2023-04-23,"Communication Skills",External,Completed,"Derrick Walker",4,649.64
Kenny,Rojas,2020-12-08,NULL,"IT Director","Sean Gonzalez",BPC,Active,Contract,Unk,IT/IS,Fielders,1953-11-17,MA,Male,"Fully Meets",2,2563,2,2,4,2023-08-03,"Customer Service",External,Passed,"Chelsea Bullock",5,416.37
Kenya,Decker,2021-09-06,2023-07-02,"Production Technician I","Danny Howard",WBL,Active,Contract,Voluntary,Production,Engineers,1994-07-27,MA,Male,"Fully Meets",3,1921,3,2,5,2023-05-28,"Technical Skills",External,Incomplete,"Steven Golden",2,813.17
Kenzie,Friedman,2019-08-06,2022-07-27,"Production Technician I","Michelle Beasley",SVG,Active,Part-Time,Resignation,Production,"Field Operations",1993-11-02,MA,Female,Exceeds,2,3166,2,4,1,2023-01-27,"Project Management",Internal,Incomplete,"Melissa Carson",4,928.71
Kenzie,Mullins,2022-07-21,2022-11-21,"Sr. DBA","Anthony Williams",SVG,"Leave of Absence",Contract,Voluntary,IT/IS,"Shop (Fleet)",1981-06-17,MA,Female,"Fully Meets",3,3988,5,2,5,2023-02-01,"Project Management",Internal,Passed,"James Perez",5,190.07
Keon,Gonzalez,2023-04-20,2023-05-08,"Area Sales Manager","Brett Vargas",PYZ,Active,Full-Time,Retirement,Sales,"Wireline Construction",1944-04-21,MA,Male,"Fully Meets",1,2653,4,5,3,2023-01-24,"Technical Skills",Internal,Incomplete,"Kelly Walker",3,139.71
Keshawn,Gilmore,2021-04-03,NULL,"IT Manager - Infra","Jodi Wheeler",TNS,Active,Full-Time,Unk,IT/IS,Engineers,1999-02-20,MA,Male,"Fully Meets",2,2258,2,5,4,2023-07-03,"Technical Skills",Internal,Failed,"Lisa Malone",2,675.95
Keshawn,Le,2023-05-18,NULL,"Production Technician II","Samuel Turner",EW,Active,Contract,Unk,Production,"Field Operations",1992-11-07,MA,Female,"Fully Meets",2,3717,4,1,3,2022-08-22,"Communication Skills",External,Passed,"Jessica Cortez",3,363.02
Keshawn,Singh,2019-11-03,2021-06-22,"Data Analyst","Michelle Scott",EW,Active,Contract,Resignation,Production,"General - Eng",1976-05-22,MA,Male,"Fully Meets",2,2389,1,4,2,2023-07-28,"Technical Skills",Internal,Completed,"Leah Thomas",1,718.39
Ketsia,Liebig,2022-03-09,2023-04-08,"Production Manager","James Hunt",PYZ,Active,Contract,Involuntary,Production,"General - Con",1961-03-20,MA,Female,"Fully Meets",2,2287,4,4,2,2023-03-29,"Communication Skills",Internal,Passed,"Amanda Lee",4,560.64
Keyla,"Del Bosque",2023-03-08,2023-03-15,"Software Engineer","Christina Copeland",WBL,Active,Contract,Voluntary,"Software Engineering","Field Operations",1973-11-23,MA,Female,"Fully Meets",3,1003,2,5,2,2023-02-24,"Technical Skills",Internal,Incomplete,"Mark Roberson",4,777.06
Keyon,Haley,2023-06-23,2023-07-26,"Production Technician I","Eric Cunningham",PYZ,Active,Part-Time,Retirement,Production,"General - Sga",1962-04-26,MA,Female,"Fully Meets",5,3634,2,5,2,2022-09-15,"Technical Skills",External,Incomplete,"Danielle Griffin",3,254.68
Keyon,Hensley,2022-02-23,NULL,"Production Technician II","Peter Smith",MSC,Active,Contract,Unk,Production,Aerial,1948-06-27,MA,Female,Exceeds,4,3648,3,3,5,2023-02-26,"Leadership Development",Internal,Completed,"Elizabeth Barr",2,325.78
Khalil,Guzman,2022-02-26,NULL,"Production Technician I","Melissa Wheeler DDS",BPC,Active,Part-Time,Unk,Production,"Field Operations",1965-11-15,MA,Female,Exceeds,4,3151,3,3,1,2022-10-06,"Project Management",Internal,Passed,"David Hoffman",2,978.88
Khalil,Lee,2022-02-07,NULL,"Production Technician II","Adam Bates",PYZ,Active,Contract,Unk,Production,Aerial,1995-04-06,MA,Female,"Fully Meets",3,2048,2,5,4,2022-11-02,"Customer Service",External,Failed,"Rodney Deleon",2,626.4
Khalil,Mendez,2020-01-20,NULL,"Area Sales Manager","Regina Martinez",NEL,Active,Contract,Unk,Sales,"Field Operations",1949-05-07,CO,Male,"Fully Meets",4,3553,4,2,4,2022-12-11,"Project Management",Internal,Incomplete,"Christopher Curtis",5,689.48
Kianna,Little,2020-05-08,2023-03-28,"Area Sales Manager","Brandon Perez",WBL,Active,Full-Time,Involuntary,Sales,Splicing,1956-09-07,WA,Male,"Fully Meets",2,2728,3,2,1,2023-01-27,"Project Management",Internal,Completed,"Jeremy Morris",5,877.47
Kianna,Rhodes,2020-11-03,2022-09-25,CIO,"Curtis Hill",CCDR,"Terminated for Cause",Part-Time,Voluntary,IT/IS,"Field Operations",1999-01-25,TX,Male,"Fully Meets",3,3975,1,4,3,2023-05-08,"Leadership Development",External,Completed,"John Sawyer",2,669.81
Kianna,Wilkerson,2020-08-01,NULL,"Production Technician I","Amy Dominguez",BPC,Active,Contract,Unk,Production,"Yard (Material Handling)",1952-07-23,MA,Male,"Needs Improvement",2,2937,1,4,4,2023-07-25,"Leadership Development",Internal,Completed,"Tracey Taylor",3,198.45
Kiara,Fox,2020-07-24,2023-04-09,"Data Analyst","Richard Bailey",BPC,Active,Full-Time,Resignation,IT/IS,"Field Operations",1960-02-07,MA,Female,"Fully Meets",3,3981,1,2,4,2022-12-22,"Communication Skills",External,Passed,"Christina Ruiz",2,869.96
Kieran,Morse,2022-10-30,NULL,"Production Technician II","Kathryn Avila",PL,Active,Part-Time,Unk,Production,Splicing,1985-12-07,MA,Female,"Fully Meets",3,1798,3,2,4,2022-12-11,"Communication Skills",Internal,Incomplete,"Kayla Schwartz",1,725.94
Kierra,Boone,2022-07-16,NULL,"Production Technician I","Paul Smith",PL,Active,Part-Time,Unk,Production,Aerial,1968-04-30,MA,Female,Exceeds,3,1594,1,1,4,2023-04-04,"Communication Skills",External,Failed,"Jessica King",1,684.45
Kierra,Lozano,2020-06-22,NULL,"Production Technician I","Christopher Davis",BPC,Active,Contract,Unk,Production,"Project Management - Con",1961-05-13,MA,Female,"Fully Meets",3,1815,1,4,5,2022-10-03,"Leadership Development",External,Incomplete,"Christopher George",5,758.21
Kiersten,Ellis,2020-02-07,2021-05-01,"Production Technician I","Eric Michael",EW,"Future Start",Contract,Voluntary,Production,"General - Con",1971-01-15,MA,Male,"Fully Meets",3,3641,2,5,4,2023-07-28,"Leadership Development",Internal,Passed,"Amber Nelson",3,831.52
Kiley,Haynes,2022-04-19,2022-08-26,"Software Engineer","Dominique Bailey",PYZ,Active,Full-Time,Voluntary,"Software Engineering",Aerial,1954-07-01,MA,Male,"Fully Meets",3,1032,5,4,4,2022-12-07,"Technical Skills",External,Completed,"Cynthia Bradley",3,482.23
Kiley,Wagner,2022-06-10,2023-02-14,"Area Sales Manager","Andrea Dean",EW,Active,Part-Time,Involuntary,Sales,"Field Operations",1994-11-04,ID,Male,"Fully Meets",5,2630,1,5,4,2022-09-07,"Technical Skills",External,Incomplete,"Kimberly Lopez",4,424.19
Kimberly,Beak,2023-07-01,2023-08-04,"Production Technician II","Joanna Poole",BPC,"Future Start",Part-Time,Retirement,Production,"Project Management - Con",1948-01-19,MA,Female,"Fully Meets",2,2757,3,4,2,2022-12-19,"Technical Skills",External,Failed,"Jonathan Alvarez",1,519.35
Kimberly,Horn,2023-04-25,2023-06-15,"Production Technician II","Steven Kennedy",SVG,Active,Part-Time,Voluntary,Production,"General - Con",1985-01-20,MA,Female,"Needs Improvement",5,2190,5,2,3,2023-04-29,"Technical Skills",Internal,Completed,"Patricia King",2,623.98
Kimberly,Watson,2019-08-06,2021-03-21,"IT Support","Bryan Foley",BPC,Active,Part-Time,Resignation,IT/IS,Splicing,1986-07-11,MA,Female,"Needs Improvement",3,3908,2,5,3,2022-09-20,"Project Management",External,Failed,"Randy Baker",1,489.69
Kimora,Parsons,2023-03-15,NULL,"Area Sales Manager","Jesse Hunt",BPC,Active,Contract,Unk,Sales,"General - Sga",1994-02-01,KY,Female,"Fully Meets",4,3487,5,4,1,2023-07-17,"Project Management",External,Completed,"Duane Trevino",5,132.97
King,Garrison,2018-12-12,NULL,"Production Technician I","Natasha Dennis",CCDR,Active,Full-Time,Unk,Production,Engineers,1946-08-06,MA,Female,"Fully Meets",3,2061,2,4,3,2023-03-15,"Technical Skills",External,Incomplete,"Stacey Ford",1,952.69
Kinley,Dean,2019-10-16,2022-01-12,"Production Technician II","Connie Elliott",CCDR,"Voluntarily Terminated",Full-Time,Retirement,Production,"Field Operations",1960-04-09,MA,Male,Exceeds,3,1471,3,4,2,2023-03-06,"Technical Skills",Internal,Completed,"Reginald Shaw",3,488.68
Kinley,Serrano,2020-05-17,NULL,"Production Technician I","Mr. Aaron Mcclain",SVG,Active,Contract,Unk,Production,"General - Con",1980-11-06,MA,Female,"Fully Meets",4,3289,3,5,1,2023-03-31,"Customer Service",Internal,Completed,"Daniel Ross",5,923.23
Kinsley,Braun,2021-10-22,NULL,"Sr. DBA","Curtis Mathis",MSC,Active,Full-Time,Unk,IT/IS,"Field Operations",1991-11-17,MA,Female,"Fully Meets",3,3976,4,5,1,2023-04-22,"Leadership Development",Internal,Completed,"Kristi Davis",1,645.02
Kinsley,Flowers,2022-03-09,2022-12-10,"Area Sales Manager","Mary Reilly",CCDR,"Future Start",Part-Time,Retirement,Sales,"Finance & Accounting",1997-04-29,CO,Male,"Fully Meets",4,3515,3,5,5,2023-02-04,"Customer Service",Internal,Completed,"Elizabeth Cook",1,143.96
Kira,Robertson,2022-06-15,2022-08-16,"Production Technician I","Zachary Hill",SVG,Active,Contract,Involuntary,Production,"General - Con",1989-09-30,MA,Female,"Fully Meets",4,2996,3,2,2,2022-09-30,"Technical Skills",Internal,Passed,"Ashley Gray",2,727.12
Kira,Soto,2018-09-28,2021-04-25,"Production Technician I","Casey Dennis",SVG,"Voluntarily Terminated",Part-Time,Resignation,Production,"Field Operations",1943-11-14,MA,Male,"Fully Meets",3,1246,4,3,2,2022-12-25,"Communication Skills",Internal,Completed,"Kathleen Dixon",1,206.93
Kirsten,Vance,2021-09-29,NULL,"Production Technician I","Anthony Steele",PYZ,Active,Part-Time,Unk,Production,Engineers,1988-08-11,MA,Female,"Fully Meets",3,1140,5,3,2,2022-09-27,"Customer Service",Internal,Passed,"Shawn Martin",1,949.81
Kissy,Sullivan,2022-07-10,NULL,"Production Manager","Mark Moody DVM",CCDR,Active,Part-Time,Unk,Production,Wireless,1963-05-27,MA,Female,"Fully Meets",4,2278,5,4,2,2023-03-05,"Leadership Development",External,Completed,"Katie Mccarthy",4,544.43
Kobe,Crosby,2022-10-02,2023-06-28,"Production Technician I","Elizabeth Miller",WBL,Active,Part-Time,Voluntary,Production,Splicing,2001-06-17,MA,Female,"Fully Meets",3,1878,5,3,3,2023-05-25,"Technical Skills",External,Passed,"Thomas Erickson",5,932.44
Kody,Jimenez,2021-07-06,2021-11-25,"Senior BI Developer","Daniel Moore",BPC,Active,Part-Time,Resignation,"Admin Offices","Field Operations",1993-08-08,MA,Male,"Fully Meets",3,1036,5,2,1,2022-12-10,"Customer Service",External,Failed,"Laura Gonzalez",3,305.98
Koen,Flores,2023-03-06,NULL,"Software Engineer","Amanda Nguyen",MSC,Active,Part-Time,Unk,"Software Engineering",Engineers,1959-09-01,MA,Male,"Fully Meets",4,2542,2,1,3,2022-08-21,"Communication Skills",External,Completed,"Andrea Lopez",5,605.99
Kolby,Reed,2021-01-02,2022-09-22,"Senior BI Developer","Wendy Palmer",MSC,Active,Part-Time,Retirement,"Admin Offices","Field Operations",1985-12-04,MA,Male,"Fully Meets",3,1689,5,3,5,2022-09-15,"Customer Service",External,Passed,"Tara Ballard",2,712.64
Kole,Avila,2020-09-18,NULL,"Sales Manager","Olivia Barton",SVG,Active,Part-Time,Unk,IT/IS,"Field Operations",1961-09-14,MA,Male,"Fully Meets",3,1669,3,1,2,2023-01-10,"Project Management",External,Passed,"Ronald Shaw",5,753.01
Kole,Garrison,2021-03-23,2023-07-20,"Production Technician I","Anna Ashley",EW,"Voluntarily Terminated",Contract,Retirement,Production,"Field Operations",1979-05-15,MA,Male,Exceeds,5,2924,5,4,4,2022-10-31,"Technical Skills",External,Failed,"Natalie Thomas",1,244.84
Kole,Levine,2021-10-17,2022-11-13,"Area Sales Manager","Bethany Jackson",MSC,Active,Contract,Voluntary,IT/IS,"Finance & Accounting",1974-07-22,MA,Male,"Fully Meets",3,1634,2,3,1,2023-03-26,"Communication Skills",External,Failed,"Amber Waters",3,895.42
Kole,Quinn,2022-12-31,2023-07-13,"Shared Services Manager","Jermaine Weaver",WBL,Active,Part-Time,Retirement,"Software Engineering",Catv,1953-07-13,MA,Male,"Fully Meets",3,1014,4,4,1,2023-02-21,"Customer Service",External,Incomplete,"Rachel Jones",2,895.49
Kolten,Calhoun,2019-03-07,2023-03-06,"Production Technician II","Tonya Lewis",BPC,"Voluntarily Terminated",Full-Time,Retirement,Production,Fielders,1975-11-26,MA,Male,"Fully Meets",3,1518,4,4,2,2022-12-08,"Customer Service",Internal,Completed,"Tanya Marshall",2,803.79
Kolten,Kim,2021-09-27,NULL,"Production Technician I","Curtis Gonzales",EW,Active,Part-Time,Unk,Production,Engineers,1989-02-09,MA,Female,"Fully Meets",3,2053,5,3,1,2023-05-13,"Leadership Development",Internal,Incomplete,"Kevin Carter",5,862.9
Kolton,Dawson,2022-01-17,2022-07-25,"Production Technician I","Angela Jackson",BPC,"Voluntarily Terminated",Part-Time,Retirement,Production,"Field Operations",1976-05-28,MA,Male,"Fully Meets",3,1265,4,2,5,2023-06-15,"Leadership Development",Internal,Incomplete,"Stephen Mcdonald",4,494.96
Kolton,Duarte,2020-12-12,2023-05-28,"Production Technician I","Ashley Cannon",TNS,Active,Contract,Retirement,Production,"Field Operations",1982-09-06,MA,Female,"Fully Meets",3,1899,2,4,5,2023-01-29,"Leadership Development",Internal,Incomplete,"Tyler Mcgee",2,724.87
Konner,Pierce,2018-09-05,2023-01-27,"Data Analyst","Kathryn Chen",EW,Active,Contract,Retirement,IT/IS,"Finance & Accounting",1959-10-21,MA,Female,"Fully Meets",2,2460,3,4,2,2022-11-25,"Communication Skills",External,Passed,"Thomas French",5,637.58
Konner,Sheppard,2022-10-15,2023-01-25,"Production Technician II","Paul Watson",WBL,Active,Full-Time,Involuntary,Production,"General - Con",1955-01-28,MA,Female,"Fully Meets",1,3341,3,5,3,2023-07-19,"Technical Skills",Internal,Failed,"Krista Estrada",1,933.59
Konner,Villegas,2018-10-19,2021-09-04,"Software Engineer","Ruth Myers",NEL,"Future Start",Contract,Voluntary,"Software Engineering","Field Operations",1978-04-28,MA,Female,"Fully Meets",3,3966,5,5,5,2022-10-13,"Customer Service",External,Failed,"Gary Thompson",2,726.74
Konnor,Rivas,2022-06-13,NULL,"Accountant I","Michael Mathis",EW,Active,Full-Time,Unk,"Admin Offices",Fielders,1975-03-06,MA,Female,PIP,3,1378,1,4,5,2023-01-28,"Communication Skills",External,Failed,"Danny Santiago",5,145.7
Korbin,Gilbert,2019-08-13,2022-07-10,"IT Support","Rachel Sanchez",PL,Active,Part-Time,Involuntary,IT/IS,Engineers,1980-11-20,MA,Female,"Fully Meets",3,3896,5,3,1,2023-04-06,"Technical Skills",Internal,Passed,"Sandra Poole",4,293.64
Kramer,Keatts,2021-09-11,NULL,"Production Technician I","Diana Good",WBL,Active,Part-Time,Unk,Production,"General - Con",1968-05-10,MA,Male,"Fully Meets",4,3565,5,5,5,2023-05-06,"Project Management",External,Passed,"Samantha Nichols",4,684.35
Kramer,Simard,2021-03-13,NULL,"Data Analyst","Donna Young",EW,Active,Full-Time,Unk,IT/IS,"Finance & Accounting",1950-11-01,MA,Male,"Fully Meets",3,3952,1,4,1,2023-07-16,"Project Management",External,Incomplete,"Krista Maldonado",5,625.95
Krista,Franco,2022-10-29,NULL,"Production Technician I","Jennifer Phillips",MSC,Active,Contract,Unk,Production,Engineers,1960-12-27,MA,Female,"Fully Meets",3,1176,2,2,5,2023-02-14,"Leadership Development",Internal,Completed,"Jessica Taylor",2,644.72
Kristen,Peters,2022-10-26,2023-06-17,"Production Manager","David Powers",PYZ,"Voluntarily Terminated",Part-Time,Voluntary,Production,Fielders,1964-09-09,MA,Female,"Fully Meets",4,2320,5,1,3,2023-07-25,"Communication Skills",External,Incomplete,"Lucas Hernandez",5,509.71
Kristen,Squatrito,2023-04-30,NULL,"Production Technician I","Natasha Sullivan",EW,Active,Full-Time,Unk,Production,"General - Eng",1976-06-10,MA,Female,"Fully Meets",3,1730,2,4,4,2023-03-20,"Customer Service",External,Incomplete,"Joseph Russo",3,718.21
Kristen,Tate,2021-04-05,2023-05-12,"Area Sales Manager","Lauren Jones",WBL,Active,Full-Time,Voluntary,IT/IS,"Project Management - Con",1994-04-08,KY,Male,"Fully Meets",3,3443,2,2,4,2023-02-18,"Technical Skills",External,Failed,"Gary Thornton",3,402.13
Kristie,Nowlan,2019-05-31,NULL,"Production Technician II","Jessica Klein",TNS,Active,Full-Time,Unk,Production,"General - Con",1971-03-04,MA,Female,"Fully Meets",3,1966,4,3,2,2023-05-19,"Communication Skills",Internal,Failed,"Mark Baker",5,497.54
Kristin,Hickman,2020-10-23,2021-03-14,"Production Manager","Doris Boyd",PYZ,"Voluntarily Terminated",Full-Time,Voluntary,Production,"General - Eng",1989-01-17,MA,Female,"Fully Meets",4,2448,2,2,5,2022-09-29,"Customer Service",Internal,Passed,"David Ramirez",5,633.54
Kristin,Mccarty,2020-05-16,NULL,"Sales Manager","Abigail Marks",TNS,Active,Full-Time,Unk,Sales,Underground,1989-07-31,PA,Female,"Fully Meets",3,1952,2,5,2,2023-03-05,"Leadership Development",Internal,Passed,"Sydney Bryant",1,846.22
Kristopher,Owen,2020-02-11,NULL,"Production Technician II","Darryl Scott",BPC,Active,Contract,Unk,Production,"General - Con",1976-01-28,MA,Male,"Fully Meets",3,1893,2,3,4,2022-09-28,"Leadership Development",Internal,Completed,"Andrew Rivera",1,604.53
Krystal,Atkinson,2021-03-05,2023-04-02,"Production Technician I","Dennis Yates",PL,Active,Contract,Involuntary,Production,Aerial,1971-12-16,MA,Female,Exceeds,3,1485,1,2,1,2023-07-02,"Leadership Development",External,Completed,"John Daniel",5,654.35
Krystal,Peterson,2022-08-23,NULL,"Production Technician I","Bradley Mitchell",EW,Active,Part-Time,Unk,Production,"Field Operations",1978-06-29,MA,Male,"Fully Meets",3,1151,5,3,1,2022-12-19,"Project Management",External,Passed,"Christopher Perry",4,707.59
Kurt,Navathe,2022-06-05,NULL,"Senior BI Developer","Victor Maynard",NEL,Active,Part-Time,Unk,IT/IS,"Shop (Fleet)",1977-09-16,MA,Male,Exceeds,3,1625,5,2,2,2022-11-15,"Project Management",External,Passed,"David Wood",5,101.56
Kyan,Fritz,2018-08-12,2019-07-05,"Production Technician II","Taylor Kim",TNS,"Voluntarily Terminated",Full-Time,Voluntary,Production,"Shop (Fleet)",1980-03-05,MA,Female,"Fully Meets",2,3240,2,5,4,2022-10-15,"Project Management",External,Passed,"James Evans",3,801.31
Kyan,Miranda,2022-05-23,NULL,"Production Technician II","Melissa Stuart",CCDR,Active,Contract,Unk,Production,"Project Management - Con",1999-03-29,MA,Female,"Fully Meets",1,3025,3,4,5,2022-08-27,"Communication Skills",External,Incomplete,"Leah Woods",3,177.63
Kyan,Morrison,2019-10-18,2021-04-19,"Production Technician I","Bethany Wilkerson",TNS,Active,Part-Time,Resignation,Production,"Wireline Construction",1976-04-05,MA,Female,"Fully Meets",3,1800,4,3,5,2023-04-17,"Technical Skills",External,Failed,"Adam Luna",1,732.84
Kyla,Durham,2020-08-20,2021-08-11,"Enterprise Architect","Clayton Robertson",SVG,"Leave of Absence",Part-Time,Involuntary,IT/IS,Aerial,1951-07-19,MA,Female,"Fully Meets",3,3842,2,5,5,2022-09-22,"Project Management",Internal,Completed,"Keith Thomas",5,584.99
Kyle,Ali,2021-09-27,NULL,"Director of Operations","Carmen Patterson",MSC,Active,Contract,Unk,IT/IS,"General - Con",1954-07-21,MA,Male,"Fully Meets",4,2490,2,2,4,2023-06-04,"Leadership Development",Internal,Incomplete,"Daniel Hughes",1,886.63
Kyle,Peck,2018-09-19,2020-08-12,"Production Technician I","David Bullock",BPC,Active,Full-Time,Retirement,Production,"Field Operations",1961-08-15,MA,Female,"Fully Meets",3,1550,2,3,3,2022-11-09,"Customer Service",External,Failed,"Sarah Blake",3,354.19
Kyle,Sanders,2021-07-01,2023-03-28,"Production Technician I","James Benson",WBL,"Voluntarily Terminated",Part-Time,Retirement,Production,Engineers,1977-03-16,MA,Female,"Fully Meets",3,1262,3,4,1,2023-01-17,"Communication Skills",Internal,Passed,"Donald Gregory",2,711.8
Kylee,Bates,2020-10-26,NULL,"Production Technician I","Stephen Barron",WBL,Active,Part-Time,Unk,Production,"Yard (Material Handling)",1978-03-12,MA,Female,"Fully Meets",4,3635,1,5,4,2023-06-13,"Technical Skills",External,Failed,"Oscar Gonzalez",2,534.55
Kyleigh,Bauer,2021-06-22,2022-07-26,"Production Technician II","Paul Richards",PYZ,"Voluntarily Terminated",Full-Time,Resignation,Production,"Field Operations",1962-06-10,MA,Female,"Fully Meets",3,3786,3,4,2,2023-04-17,"Leadership Development",External,Failed,"Wyatt Gray",4,280.06
Kyleigh,Mathis,2021-05-12,2022-07-01,"Area Sales Manager","Ariel Davis",SVG,Active,Part-Time,Voluntary,Sales,"Field Operations",1975-03-17,TN,Male,"Fully Meets",2,2723,3,1,5,2023-07-22,"Leadership Development",External,Incomplete,"Christy Jones",3,763.23
Kyler,Burton,2020-09-28,NULL,"Production Technician II","Jennifer Moore",PL,Active,Part-Time,Unk,Production,"General - Eng",1950-07-27,MA,Female,Exceeds,3,2164,3,1,3,2023-06-11,"Technical Skills",Internal,Incomplete,"Calvin Johnson",2,978.55
Kyler,Cherry,2019-11-09,2022-09-03,"Production Technician I","Danielle Hanson",PL,Active,Part-Time,Retirement,Production,"General - Con",1956-12-11,MA,Female,"Fully Meets",3,3398,5,2,1,2022-08-24,"Project Management",External,Passed,"Sherri Robertson",2,155.61
Kyler,Morales,2019-02-26,2019-07-26,"Senior BI Developer","Tracy Price",NEL,Active,Contract,Voluntary,"Admin Offices","Yard (Material Handling)",1942-01-20,MA,Male,"Fully Meets",3,1690,3,1,5,2023-01-21,"Communication Skills",Internal,Failed,"Daniel Barnett",3,504.34
Kylie,Cantrell,2020-01-05,2022-04-25,"Sr. Network Engineer","Cheryl Cook",MSC,Active,Part-Time,Voluntary,IT/IS,"Yard (Material Handling)",1953-08-17,MA,Male,"Fully Meets",3,3850,1,3,5,2022-11-01,"Communication Skills",Internal,Completed,"Cody Flores",1,355.75
Kylie,Cox,2019-01-25,NULL,"Production Technician I","Michelle Woodard",SVG,Active,Part-Time,Unk,Production,"Field Operations",1975-09-28,MA,Male,"Fully Meets",2,2814,4,1,1,2023-07-31,"Leadership Development",Internal,Passed,"Melissa Morgan",2,809.89
Kylie,Ellis,2020-12-26,NULL,"IT Manager - Infra","Joshua Maxwell",WBL,Active,Full-Time,Unk,IT/IS,"General - Con",1990-04-24,CT,Female,"Fully Meets",2,2231,1,2,2,2023-04-20,"Technical Skills",Internal,Failed,"Lisa Edwards",3,352.54
Kylie,Gilbert,2023-01-24,NULL,"Production Technician I","Amanda Barnes",WBL,Active,Full-Time,Unk,Production,Safety,1996-02-13,MA,Female,"Fully Meets",3,1304,3,5,1,2023-01-16,"Communication Skills",External,Completed,"Ariel Brown",3,405.08
Kylie,Jimenez,2022-08-16,2022-11-10,"Production Technician I","Jordan Harrison",PL,Active,Full-Time,Retirement,Production,"Project Management - Con",1986-06-22,MA,Male,"Fully Meets",3,3685,4,3,4,2023-01-06,"Leadership Development",External,Passed,"Tiffany Thornton",1,941.12
Kylie,Roman,2023-01-14,2023-03-14,"Production Technician I","Tammy Small",TNS,"Voluntarily Terminated",Contract,Involuntary,Production,"Project Management - Con",1992-05-27,MA,Female,"Fully Meets",4,3372,1,3,1,2023-05-05,"Technical Skills",External,Passed,"Christopher Johnson",4,627.18
Kymani,Benjamin,2022-10-13,NULL,"Area Sales Manager","William Ayala",PYZ,Active,Full-Time,Unk,Sales,"Finance & Accounting",1991-12-13,CO,Male,"Fully Meets",2,3528,5,2,2,2023-03-02,"Technical Skills",External,Passed,"Joseph Phillips",1,465.96
Kyra,Ray,2019-04-28,2022-09-01,"Production Technician I","Christopher Robertson",MSC,"Future Start",Part-Time,Retirement,Production,"Field Operations",1956-04-03,MA,Male,"Needs Improvement",5,3712,2,3,1,2022-10-31,"Project Management",Internal,Incomplete,"Michele Harding",4,214.12
Kyson,Grimes,2022-02-26,NULL,"IT Support","Elizabeth Peterson",CCDR,Active,Full-Time,Unk,IT/IS,"Shop (Fleet)",1954-08-31,MA,Female,"Fully Meets",1,2235,3,5,3,2023-03-09,"Customer Service",Internal,Failed,"Sarah Mcpherson",1,162.62
Kyson,Scott,2023-06-07,NULL,"Production Technician I","Marcus Lloyd",NEL,Active,Contract,Unk,Production,"Field Operations",1956-04-22,MA,Male,"Fully Meets",4,2881,5,4,1,2023-05-18,"Leadership Development",External,Incomplete,"Alexandra Andrews",1,624.59
